Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
7,Adam Trautman (NO),2,3,32,16,22,1,1,0,0,0,0,1,10.2,10.2,0.4%,2022,5
22,Adam Trautman (NO),3,3,37,12.3,14,0,0,0,0,0,0,1,5.2,5.2,0.4%,2022,4
22,Adam Trautman (NO),2,3,28,14,20,1,0,0,0,0,0,1,3.8,3.8,0.4%,2022,13
26,Adam Trautman (NO),2,3,22,11,18,0,0,0,0,0,0,1,3.2,3.2,0.4%,2022,10
27,Adam Trautman (NO),3,3,12,4,7,0,0,0,0,0,0,1,2.7,2.7,0.4%,2022,11
40,Adam Trautman (NO),1,1,17,17,17,0,0,0,0,0,0,1,2.2,2.2,0.4%,2022,12
46,Adam Trautman (NO),1,1,16,16,16,0,0,0,0,0,0,1,2.1,2.1,0.4%,2022,17
46,Adam Trautman (NO),1,1,16,16,16,0,0,0,0,0,0,1,2.1,2.1,0.4%,2022,18
51,Adam Trautman (NO),1,1,9,9,9,0,0,0,0,0,0,1,1.4,1.4,0.4%,2022,3
48,Adam Trautman (NO),1,1,8,8,8,0,0,0,0,0,0,1,1.3,1.3,0.4%,2022,6
40,Adam Trautman (NO),1,1,8,8,8,0,0,0,0,0,0,1,1.3,1.3,0.4%,2022,9
99,Adam Trautman (NO),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4%,2022,15
97,Adam Trautman (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4%,2022,16
9,Albert Okwuegbunam (DEN),3,6,45,15,25,1,1,0,0,0,0,1,12,12,6.1%,2022,17
9,Albert Okwuegbunam (DEN),3,6,45,15,25,1,1,0,0,0,0,1,12,12,6.1%,2022,18
21,Albert Okwuegbunam (DEN),5,6,33,6.6,12,0,0,0,0,0,0,1,5.8,5.8,6.1%,2022,1
45,Albert Okwuegbunam (DEN),1,2,12,12,12,0,0,0,0,0,0,1,1.7,1.7,6.1%,2022,3
49,Albert Okwuegbunam (DEN),1,1,5,5,5,0,0,0,0,0,0,1,1,1,6.1%,2022,5
69,Albert Okwuegbunam (DEN),0,2,0,0,0,0,0,0,0,0,0,1,0,0,6.1%,2022,2
19,Andrew Beck (DEN),2,3,52,26,27,2,0,0,0,0,0,1,6.2,6.2,0.0%,2022,1
48,Andrew Beck (DEN),2,2,10,5,6,0,0,0,0,0,0,1,2,2,0.0%,2022,17
48,Andrew Beck (DEN),2,2,10,5,6,0,0,0,0,0,0,1,2,2,0.0%,2022,18
51,Andrew Beck (DEN),1,1,7,7,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2022,6
60,Andrew Beck (DEN),0,1,0,0,0,0,0,1,1,0,0,1,0.1,0.1,0.0%,2022,15
99,Andrew Beck (DEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,4
85,Andrew Beck (DEN),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,5
98,Andrew Beck (DEN),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,7
197,Andrew Beck (DEN),0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,2022,2
171,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,9
169,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,10
173,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,11
29,Anthony Firkser (ATL),2,2,24,12,15,0,0,0,0,0,0,1,3.4,3.4,0.0%,2022,13
41,Anthony Firkser (ATL),1,1,22,22,22,1,0,0,0,0,0,1,2.7,2.7,0.0%,2022,3
42,Anthony Firkser (ATL),1,1,16,16,16,0,0,0,0,0,0,1,2.1,2.1,0.0%,2022,12
42,Anthony Firkser (ATL),2,3,10,5,5,0,0,0,0,0,0,1,2,2,0.0%,2022,16
40,Anthony Firkser (ATL),1,1,11,11,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2022,5
47,Anthony Firkser (ATL),1,2,6,6,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2022,1
186,Anthony Firkser (ATL),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,15
22,Armani Rogers (WAS),3,3,28,9.3,17,0,0,0,0,0,0,1,4.3,4.3,0.0%,2022,7
37,Armani Rogers (WAS),1,1,23,23,23,1,0,0,0,0,0,1,2.8,2.8,0.0%,2022,1
28,Armani Rogers (WAS),0,0,0,0,0,0,0,1,24,0,0,1,2.4,2.4,0.0%,2022,9
40,Armani Rogers (WAS),1,2,13,13,13,0,0,0,0,0,0,1,1.8,1.8,0.0%,2022,8
127,Armani Rogers (WAS),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,3
114,Armani Rogers (WAS),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,5
111,Armani Rogers (WAS),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,6
121,Armani Rogers (WAS),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,10
106,Austin Allen (GB),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,3
106,Austin Allen (GB),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,4
3,Austin Hooper (TEN),4,4,36,9,16,0,2,0,0,0,0,1,17.6,17.6,12.7%,2022,11
7,Austin Hooper (TEN),5,5,68,13.6,24,1,0,0,0,0,0,1,9.3,9.3,12.7%,2022,14
17,Austin Hooper (TEN),3,3,56,18.7,23,1,0,0,0,0,0,1,7.1,7.1,12.7%,2022,7
15,Austin Hooper (TEN),5,7,41,8.2,17,0,0,0,0,0,0,1,6.6,6.6,12.7%,2022,10
23,Austin Hooper (TEN),3,4,30,10,12,0,0,0,0,0,0,1,4.5,4.5,12.7%,2022,12
21,Austin Hooper (TEN),2,3,34,17,18,0,0,0,0,0,0,1,4.4,4.4,12.7%,2022,9
27,Austin Hooper (TEN),2,4,33,16.5,17,0,0,0,0,0,0,1,4.3,4.3,12.7%,2022,15
23,Austin Hooper (TEN),3,5,22,7.3,9,0,0,0,0,0,0,1,3.7,3.7,12.7%,2022,13
31,Austin Hooper (TEN),2,3,20,10,15,0,0,0,0,0,0,1,3,3,12.7%,2022,16
40,Austin Hooper (TEN),2,2,19,9.5,11,0,0,0,0,0,0,1,2.9,2.9,12.7%,2022,3
31,Austin Hooper (TEN),1,5,19,19,19,0,0,0,0,0,0,1,2.4,2.4,12.7%,2022,2
43,Austin Hooper (TEN),1,1,7,7,7,0,0,0,0,0,0,1,1.2,1.2,12.7%,2022,5
