Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Taysom Hill (NO),2,3,35,17.5,30,2,1,3,10,0,0,1,12.3,12.3,49.2%,2022,13
2,Noah Fant (SEA),4,5,42,10.5,17,0,1,0,0,0,0,1,12.2,12.2,33.6%,2022,13
3,Cade Otton (TB),6,10,28,4.7,10,0,1,0,0,0,0,1,11.8,11.8,7.7%,2022,13
4,Greg Dulcich (DEN),6,8,85,14.2,30,3,0,0,0,0,0,1,11.5,11.5,42.8%,2022,13
5,Evan Engram (JAC),5,7,30,6,7,0,1,0,0,0,0,1,11.5,11.5,85.1%,2022,13
6,Gerald Everett (LAC),5,6,80,16,19,0,0,0,0,0,0,1,10.5,10.5,77.6%,2022,13
7,Cole Kmet (CHI),6,7,72,12,24,1,0,0,0,0,0,1,10.2,10.2,69.8%,2022,13
8,Pat Freiermuth (PIT),3,5,76,25.3,57,4,0,0,0,0,0,1,9.1,9.1,91.4%,2022,13
9,Chigoziem Okonkwo (TEN),4,5,68,17,41,3,0,0,0,0,0,1,8.8,8.8,17.6%,2022,13
10,Connor Heyward (PIT),1,1,17,17,17,0,1,0,0,0,0,1,8.2,8.2,0.1%,2022,13
11,Mark Andrews (BAL),4,7,53,13.3,22,1,0,1,1,0,0,1,7.4,7.4,99.3%,2022,13
12,MyCole Pruitt (ATL),1,1,7,7,7,0,1,0,0,0,0,1,7.2,7.2,0.0%,2022,13
13,Brevin Jordan (HOU),4,5,46,11.5,20,1,0,0,0,0,0,1,6.6,6.6,0.8%,2022,13
14,Travis Kelce (KC),4,6,56,14,19,0,0,0,0,0,1,1,5.6,5.6,100.0%,2022,13
15,Jack Stoll (PHI),3,3,41,13.7,26,1,0,0,0,0,0,1,5.6,5.6,0.3%,2022,13
16,T.J. Hockenson (MIN),4,6,33,8.3,13,0,0,0,0,0,0,1,5.3,5.3,98.5%,2022,13
17,Isaiah Likely (BAL),4,4,30,7.5,12,0,0,0,0,0,0,1,5,5,7.1%,2022,13
18,Daniel Bellinger (NYG),5,5,24,4.8,8,0,0,0,0,0,0,1,4.9,4.9,6.0%,2022,13
19,Dalton Schultz (DAL),2,6,33,16.5,22,1,0,0,0,0,0,1,4.3,4.3,94.4%,2022,13
20,Kylen Granson (IND),4,6,19,4.8,9,0,0,0,0,0,0,1,3.9,3.9,0.3%,2022,13
21,Jelani Woods (IND),2,4,28,14,27,1,0,0,0,0,0,1,3.8,3.8,1.6%,2022,13
22,Adam Trautman (NO),2,3,28,14,20,1,0,0,0,0,0,1,3.8,3.8,0.4%,2022,13
23,Austin Hooper (TEN),3,5,22,7.3,9,0,0,0,0,0,0,1,3.7,3.7,12.7%,2022,13
24,Foster Moreau (LV),1,3,32,32,32,2,0,0,0,0,0,1,3.7,3.7,21.2%,2022,13
25,Jordan Akins (HOU),3,6,21,7,11,0,0,0,0,0,0,1,3.6,3.6,1.0%,2022,13
26,C.J. Uzomah (NYJ),1,1,31,31,31,2,0,0,0,0,0,1,3.6,3.6,0.4%,2022,13
27,Brock Wright (DET),2,2,25,12.5,14,0,0,0,0,0,0,1,3.5,3.5,0.3%,2022,13
28,Logan Thomas (WAS),3,4,20,6.7,11,0,0,0,0,0,0,1,3.5,3.5,6.7%,2022,13
29,Anthony Firkser (ATL),2,2,24,12,15,0,0,0,0,0,0,1,3.4,3.4,0.0%,2022,13
30,George Kittle (SF),2,3,22,11,19,0,0,0,0,0,0,1,3.2,3.2,99.2%,2022,13
31,Will Dissly (SEA),2,2,22,11,19,0,0,0,0,0,0,1,3.2,3.2,3.2%,2022,13
32,Durham Smythe (MIA),2,2,21,10.5,19,0,0,0,0,0,0,1,3.1,3.1,0.1%,2022,13
33,Grant Calcaterra (PHI),1,1,19,19,19,0,0,0,0,0,0,1,2.4,2.4,0.1%,2022,13
34,Tyler Higbee (LAR),2,5,14,7,9,0,0,0,0,0,0,1,2.4,2.4,74.0%,2022,13
35,Hunter Henry (NE),2,5,13,6.5,9,0,0,0,0,0,0,1,2.3,2.3,34.7%,2022,13
36,Hayden Hurst (CIN),2,3,12,6,9,0,0,0,0,0,0,1,2.2,2.2,35.8%,2022,13
37,Parker Hesse (ATL),1,1,16,16,16,0,0,0,0,0,0,1,2.1,2.1,0.0%,2022,13
38,Noah Gray (KC),1,1,15,15,15,0,0,0,0,0,0,1,2,2,0.3%,2022,13
39,Marcedes Lewis (GB),0,1,0,0,0,0,0,0,0,0,0,1,2,2,0.1%,2022,13
40,Harrison Bryant (CLE),1,1,6,6,6,0,0,1,8,0,0,1,1.9,1.9,1.6%,2022,13
41,Tyler Kroft (SF),1,1,14,14,14,0,0,0,0,0,0,1,1.9,1.9,0.0%,2022,13
42,Tyler Conklin (NYJ),2,7,9,4.5,6,0,0,0,0,0,0,1,1.9,1.9,33.2%,2022,13
43,Mitchell Wilcox (CIN),1,1,13,13,13,0,0,0,0,0,0,1,1.8,1.8,0.2%,2022,13
44,Colby Parkinson (SEA),1,1,12,12,12,0,0,0,0,0,0,1,1.7,1.7,0.1%,2022,13
45,Ko Kieft (TB),1,2,12,12,12,0,0,0,0,0,0,1,1.7,1.7,0.0%,2022,13
46,Johnny Mundt (MIN),1,1,12,12,12,0,0,0,0,0,0,1,1.7,1.7,0.1%,2022,13
47,Jonnu Smith (NE),2,2,6,3,6,0,0,0,0,0,0,1,1.6,1.6,1.0%,2022,13
48,Pharaoh Brown (CLE),1,1,11,11,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2022,13
49,Robert Tonyan (GB),1,2,10,10,10,0,0,0,0,0,0,1,1.5,1.5,23.9%,2022,13
50,Tre' McKitty (LAC),1,1,8,8,8,0,0,0,0,0,0,1,1.3,1.3,0.8%,2022,13
51,Zach Gentry (PIT),1,1,8,8,8,0,0,0,0,0,0,1,1.3,1.3,0.1%,2022,13
52,Stone Smartt (LAC),2,3,3,1.5,5,0,0,0,0,0,0,1,1.3,1.3,0.0%,2022,13
53,Jody Fortson (KC),1,1,6,6,6,0,0,0,0,0,0,1,1.1,1.1,0.1%,2022,13
54,Geoff Swaim (TEN),1,1,4,4,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2022,13
55,Jake Ferguson (DAL),2,2,-1,-0.5,4,0,0,0,0,0,0,1,0.9,0.9,0.2%,2022,13
56,Shane Zylstra (DET),1,1,4,4,4,0,0,0,0,0,0,1,0.9,0.9,0.2%,2022,13
57,Luke Farrell (JAC),1,1,3,3,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2022,13
