Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Travis Kelce (KC),8,9,121,15.1,35,3,1,0,0,0,0,1,22.1,22.1,100.0%,2022,1
2,O.J. Howard (HOU),2,2,38,19,22,1,2,0,0,0,0,1,16.8,16.8,0.3%,2022,1
3,Taysom Hill (NO),1,1,2,2,2,0,0,4,81,1,0,1,14.8,14.8,49.2%,2022,1
4,Gerald Everett (LAC),3,4,54,18,25,1,1,0,0,0,0,1,12.9,12.9,77.6%,2022,1
5,Will Dissly (SEA),3,3,43,14.3,38,2,1,0,0,0,0,1,11.8,11.8,3.2%,2022,1
6,Colby Parkinson (SEA),2,2,43,21.5,25,1,1,0,0,0,0,1,11.3,11.3,0.1%,2022,1
7,Zach Ertz (ARI),2,4,14,7,8,0,1,0,0,0,0,1,10.4,10.4,30.9%,2022,1
8,Pat Freiermuth (PIT),5,10,75,15,31,3,0,0,0,0,0,1,10,10,91.4%,2022,1
9,Darren Waller (LV),4,6,79,19.8,31,3,0,0,0,0,0,1,9.9,9.9,83.6%,2022,1
10,Dalton Schultz (DAL),7,9,62,8.9,14,0,0,0,0,0,0,1,9.7,9.7,94.4%,2022,1
11,Tyler Conklin (NYJ),4,7,16,4,6,0,1,0,0,0,0,1,9.6,9.6,33.2%,2022,1
12,Mark Andrews (BAL),5,7,52,10.4,17,0,0,0,0,0,0,1,7.7,7.7,99.3%,2022,1
13,Dallas Goedert (PHI),3,4,60,20,27,2,0,0,0,0,0,1,7.5,7.5,91.9%,2022,1
14,Hayden Hurst (CIN),5,8,46,9.2,20,1,0,0,0,0,0,1,7.1,7.1,35.8%,2022,1
15,Jody Fortson (KC),1,1,1,1,1,0,1,0,0,0,0,1,6.6,6.6,0.1%,2022,1
16,Chris Myarick (NYG),1,1,1,1,1,0,1,0,0,0,0,1,6.6,6.6,0.0%,2022,1
17,Tyler Higbee (LAR),5,11,39,7.8,11,0,0,0,0,0,0,1,6.4,6.4,74.0%,2022,1
18,Ian Thomas (CAR),2,3,53,26.5,50,4,0,0,0,0,0,1,6.3,6.3,0.1%,2022,1
