Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season
21,Hunter Henry (NE),35,52,467,13.3,39,15,2,0,0,0,0,15,76.2,5.1,34.7%,2022
22,Mike Gesicki (MIA),28,46,316,11.3,30,5,5,0,0,0,0,16,75.6,4.7,34.9%,2022
23,Jordan Akins (HOU),33,46,425,12.9,46,12,3,0,0,0,1,14,75,5.4,1.0%,2022
24,Austin Hooper (TEN),37,56,406,11,24,2,2,0,0,0,0,16,71.1,4.4,12.7%,2022
25,Cade Otton (TB),41,64,386,9.4,35,5,2,0,0,0,0,15,71.1,4.7,7.7%,2022
26,Will Dissly (SEA),34,38,349,10.3,38,2,3,0,0,0,0,15,69.9,4.7,3.2%,2022
27,Greg Dulcich (DEN),33,55,411,12.5,39,9,2,0,0,0,0,10,69.6,7,42.8%,2022
28,Chigoziem Okonkwo (TEN),29,42,408,14.1,48,13,2,3,2,0,0,15,69.5,4.6,17.6%,2022
29,Foster Moreau (LV),32,53,410,12.8,33,10,2,0,2,0,1,13,67.2,5.2,21.2%,2022
30,Darren Waller (LV),26,37,353,13.6,34,10,3,0,0,0,0,8,66.3,8.3,83.6%,2022
31,Kyle Pitts (ATL),28,59,356,12.7,33,6,2,0,0,0,0,10,61.6,6.2,38.9%,2022
32,Jelani Woods (IND),24,36,303,12.6,36,6,3,0,0,0,0,11,60.3,5.5,1.6%,2022
33,Daniel Bellinger (NYG),30,35,268,8.9,24,2,2,1,2,1,1,11,60,5.5,6.0%,2022
34,Isaiah Likely (BAL),28,47,270,9.6,34,3,3,0,0,0,0,13,59,4.5,7.1%,2022
35,Logan Thomas (WAS),37,58,307,8.3,27,2,1,0,0,0,0,12,55.2,4.6,6.7%,2022
36,Brock Wright (DET),18,23,216,12,51,6,4,0,0,0,0,13,54.6,4.2,0.3%,2022
37,Noah Gray (KC),27,33,285,10.6,27,3,1,1,1,1,0,16,54.1,3.4,0.3%,2022
38,Colby Parkinson (SEA),23,31,275,12,39,6,2,0,0,0,0,13,51,3.9,0.1%,2022
39,C.J. Uzomah (NYJ),21,27,232,11,40,8,2,0,0,0,0,14,45.7,3.3,0.4%,2022
40,Kylen Granson (IND),31,40,302,9.7,32,4,0,1,0,0,0,13,45.7,3.5,0.3%,2022
41,Harrison Bryant (CLE),29,40,219,7.6,30,2,1,1,8,0,0,13,43.2,3.3,1.6%,2022
42,Tommy Tremble (CAR),18,31,172,9.6,29,1,3,0,0,0,1,14,42.2,3,0.3%,2022
43,Trey McBride (ARI),26,36,224,8.6,29,2,1,0,0,0,0,11,41.4,3.8,4.5%,2022
44,Irv Smith Jr. (MIN),22,33,168,7.6,17,0,2,0,0,0,0,7,39.8,5.7,12.8%,2022
45,Jonnu Smith (NE),27,38,245,9.1,53,6,0,1,5,0,0,12,38.5,3.2,1.0%,2022
46,Jake Ferguson (DAL),18,21,170,9.4,30,4,2,0,0,0,0,10,38,3.8,0.2%,2022
47,Mo Alie-Cox (IND),18,27,185,10.3,34,2,2,0,0,0,1,13,37.5,2.9,2.0%,2022
48,MyCole Pruitt (ATL),13,16,116,8.9,25,1,3,0,0,0,0,9,36.1,4,0.0%,2022
49,Shane Zylstra (DET),11,14,60,5.5,14,0,4,0,0,0,0,8,35.5,4.4,0.2%,2022
50,Peyton Hendershot (DAL),11,16,103,9.4,29,2,2,1,2,1,0,12,34,2.8,0.1%,2022
51,Josh Oliver (BAL),14,24,149,10.6,40,3,2,0,0,0,0,11,33.9,3.1,0.1%,2022
52,Adam Trautman (NO),17,21,189,11.1,22,2,1,0,0,0,0,12,33.4,2.8,0.4%,2022
53,O.J. Howard (HOU),10,23,145,14.5,26,4,2,0,0,0,0,11,31.5,2.9,0.3%,2022
54,Ian Thomas (CAR),21,30,197,9.4,50,4,0,0,0,0,0,14,30.2,2.2,0.1%,2022
55,Johnny Mundt (MIN),19,21,140,7.4,17,0,1,0,0,0,0,13,29.5,2.3,0.1%,2022
56,Mitchell Wilcox (CIN),17,18,139,8.2,19,0,1,0,0,0,0,9,28.4,3.2,0.2%,2022
57,Eric Saubert (DEN),15,24,148,9.9,25,3,1,0,0,0,0,14,28.3,2,0.1%,2022
58,Cameron Brate (TB),20,38,174,8.7,21,1,0,0,0,0,0,9,27.4,3,1.5%,2022
59,Durham Smythe (MIA),12,15,90,7.5,19,0,1,2,1,1,0,12,27.1,2.3,0.1%,2022
60,Jody Fortson (KC),9,13,108,12,40,4,2,0,0,0,1,10,25.3,2.5,0.1%,2022
61,John Bates (WAS),14,22,108,7.7,20,1,1,0,0,0,0,10,23.8,2.4,0.1%,2022
62,Marcedes Lewis (GB),6,7,66,11,31,2,2,0,0,0,0,6,23.6,3.9,0.1%,2022
63,Connor Heyward (PIT),9,13,106,11.8,45,3,1,1,21,0,0,14,23.2,1.7,0.1%,2022
64,James Mitchell (DET),10,10,106,10.6,22,2,1,0,0,0,0,7,21.6,3.1,0.1%,2022
65,Albert Okwuegbunam (DEN),10,17,95,9.5,25,1,1,0,0,0,0,5,20.5,4.1,6.1%,2022
66,Zach Gentry (PIT),18,22,109,6.1,32,2,0,0,0,0,0,13,19.9,1.5,0.1%,2022
67,Donald Parham Jr. (LAC),8,10,99,12.4,24,1,1,0,0,0,0,5,19.9,4,0.2%,2022
68,Brevin Jordan (HOU),14,28,128,9.1,20,2,0,0,0,0,0,9,19.8,2.2,0.8%,2022
69,Tanner Hudson (CIN),10,15,132,13.2,27,1,0,0,0,0,0,6,18.2,3,0.1%,2022
70,Ross Dwelley (SF),3,5,105,35,56,6,1,0,0,0,0,5,18,3.6,0.0%,2022
71,Dan Arnold (JAC),9,13,135,15,26,3,0,0,0,0,0,11,18,1.6,0.1%,2022
72,Josiah Deguara (GB),13,15,114,8.8,25,1,0,0,0,0,0,9,17.9,2,0.1%,2022
73,Jack Stoll (PHI),11,14,123,11.2,26,2,0,0,0,0,0,10,17.8,1.8,0.3%,2022
74,Pharaoh Brown (CLE),12,20,117,9.8,30,2,0,0,0,0,0,9,17.7,2,0.0%,2022
75,Eric Tomlinson (DEN),8,12,76,9.5,18,0,1,0,0,0,0,8,17.6,2.2,0.0%,2022
76,Ko Kieft (TB),7,10,80,11.4,19,0,1,0,0,0,0,14,17.5,1.3,0.0%,2022
77,Teagan Quitoriano (HOU),4,10,30,7.5,13,0,2,0,0,0,0,6,17,2.8,0.0%,2022
78,Geoff Swaim (TEN),11,15,53,4.8,13,0,1,0,0,0,0,11,16.8,1.5,0.0%,2022
79,Quintin Morris (BUF),8,11,84,10.5,26,1,1,0,0,0,1,8,16.4,2.1,0.1%,2022
80,Chris Myarick (NYG),7,8,65,9.3,23,1,1,0,0,0,0,10,16,1.6,0.0%,2022
81,Brycen Hopkins (LAR),7,10,109,15.6,22,2,0,0,0,0,0,6,14.4,2.4,0.1%,2022
82,Giovanni Ricci (CAR),8,9,100,12.5,32,2,0,0,0,0,0,10,14,1.4,0.0%,2022
83,Anthony Firkser (ATL),8,12,89,11.1,22,1,0,0,0,0,0,7,12.9,1.8,0.0%,2022
84,Parker Hesse (ATL),8,10,83,10.4,22,1,0,0,0,0,0,11,12.3,1.1,0.0%,2022
85,Tre' McKitty (LAC),10,17,72,7.2,12,0,0,0,0,0,0,12,12.2,1,0.8%,2022
86,Armani Rogers (WAS),5,6,64,12.8,23,1,0,1,24,0,0,8,11.3,1.4,0.0%,2022
87,Grant Calcaterra (PHI),5,9,81,16.2,40,3,0,0,0,0,0,6,10.6,1.8,0.1%,2022
88,Andrew Beck (DEN),5,9,69,13.8,27,2,0,2,0,0,0,8,9.4,1.2,0.0%,2022
89,Blake Bell (KC),1,1,17,17,17,0,1,0,0,0,0,1,8.2,8.2,0.0%,2022
90,Tyler Kroft (SF),4,5,57,14.3,28,1,0,0,0,0,0,6,7.7,1.3,0.0%,2022
91,Chris Manhertz (JAC),6,8,42,7,21,1,0,0,0,0,0,8,7.2,0.9,0.0%,2022
92,Tyler Mabry (SEA),1,1,7,7,7,0,1,0,0,0,0,1,7.2,7.2,0.0%,2022
93,Nick Vannett (NYG),4,5,37,9.3,15,0,0,0,0,0,0,6,5.7,1,0.0%,2022
94,Stephen Sullivan (CAR),2,6,46,23,33,2,0,0,0,0,0,8,5.6,0.7,0.0%,2022
95,Trevon Wesco (CHI),2,4,26,13,23,1,0,0,0,0,0,6,5.6,0.9,0.0%,2022
96,Ryan Griffin (CHI),4,8,26,6.5,18,0,0,0,0,0,0,10,4.6,0.5,0.0%,2022
97,Tyler Davis (GB),4,7,26,6.5,23,1,0,0,0,0,0,10,4.6,0.5,0.0%,2022
98,Kendall Blanton (KC),2,2,35,17.5,28,1,0,0,0,0,0,2,4.5,2.3,0.0%,2022
99,Luke Farrell (JAC),3,3,29,9.7,15,0,0,0,0,0,0,3,4.4,1.5,0.0%,2022
100,Ben Ellefson (MIN),3,3,26,8.7,12,0,0,0,0,0,0,2,4.1,2.1,0.0%,2022
101,Stone Smartt (LAC),4,5,17,4.3,8,0,0,0,0,0,0,3,3.7,1.2,0.0%,2022
102,Jesper Horsted (LV),3,4,19,6.3,9,0,0,0,0,0,0,5,3.4,0.7,0.0%,2022
103,Cole Turner (WAS),2,9,23,11.5,18,0,0,0,0,0,0,7,3.3,0.5,0.0%,2022
104,Maxx Williams (ARI),3,3,18,6,7,0,0,0,0,0,0,3,3.3,1.1,0.0%,2022
105,Kyle Rudolph (TB),2,4,20,10,12,0,0,0,0,0,0,4,3,0.8,0.6%,2022
106,Stephen Anderson (ARI),3,7,9,3,6,0,0,0,0,0,0,9,2.4,0.3,0.0%,2022
107,Sean McKeon (DAL),2,3,11,5.5,10,0,0,0,0,0,0,3,2.1,0.7,0.0%,2022
108,Mason Schreck (HOU),2,2,6,3,6,0,0,0,0,0,0,2,1.6,0.8,0.0%,2022
109,Devin Asiasi (CIN),2,4,5,2.5,6,0,0,0,0,0,0,5,1.5,0.3,0.0%,2022
110,Tommy Sweeney (BUF),1,1,7,7,7,0,0,0,0,0,0,2,1.2,0.6,0.1%,2022
111,Jacob Harris (LAR),1,1,6,6,6,0,0,0,0,0,0,3,1.1,0.4,0.0%,2022
112,Richard Rodgers (LAC),1,4,4,4,4,0,0,0,0,0,0,3,0.9,0.3,0.0%,2022
113,Drew Sample (CIN),2,2,-2,-1,2,0,0,0,0,0,0,2,0.8,0.4,0.0%,2022
115,Noah Togiai (PHI),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
116,Charlie Woerner (SF),0,2,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2022
117,Jared Pinkney (LAR),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
121,Chris Pierce Jr. (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
123,Lawrence Cager (NYG),5,9,49,9.8,20,1,1,0,0,0,0,5,0,0,0.0%,2022
124,Reggie Gilliam (BUF),9,11,76,8.4,14,0,1,0,0,0,0,7,0,0,0.1%,2022
130,Feleipe Franks (ATL),0,2,0,0,0,0,0,1,0,0,0,5,0,0,0.0%,2022
131,Matthew Orzech (LAR),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
132,Kevin Rader (TEN),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2022
138,Jake Tonges (CHI),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
139,Mitchell Fraboni (DEN),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
145,Tyree Jackson (PHI),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
148,Kenny Yeboah (NYJ),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
151,Hunter Long (MIA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
152,Miller Forristall (CLE),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
154,Jeremy Ruckert (NYJ),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
155,Austin Allen (GB),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
157,Nikola Kalinic (IND),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
159,Tanner Conner (MIA),0,3,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
162,Ben Mason (BAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
182,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
183,Zach Wood (NO),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
184,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
185,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.2%,2022
186,James Winchester (KC),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
188,Patrick Scales (CHI),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2022
189,Jeff Driskel (HOU),1,1,4,4,4,0,0,17,68,0,0,6,0,0,5.1%,2022
197,Nick Boyle (BAL),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
