Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Indianapolis Colts (IND),2,3,0,0,2,1,0,1,26,26,57.4%,2020,3
2,Tampa Bay Buccaneers (TB),6,2,0,1,0,1,0,1,16,16,95.4%,2020,3
3,New England Patriots (NE),2,0,3,3,1,0,0,1,15,15,46.6%,2020,3
4,Cleveland Browns (CLE),3,3,2,3,0,0,0,1,14,14,21.9%,2020,3
5,Miami Dolphins (MIA),4,1,1,1,0,0,0,1,12,12,58.2%,2020,3
6,San Francisco 49ers (SF),2,1,2,2,0,0,0,1,12,12,83.9%,2020,3
7,Carolina Panthers (CAR),2,1,3,2,0,0,0,1,11,11,6.1%,2020,3
8,Seattle Seahawks (SEA),2,2,1,1,0,1,0,1,9,9,5.1%,2020,3
9,Philadelphia Eagles (PHI),8,0,0,0,0,0,0,1,8,8,40.7%,2020,3
10,Cincinnati Bengals (CIN),3,2,0,1,0,0,0,1,7,7,22.4%,2020,3
11,Detroit Lions (DET),1,3,0,0,0,0,0,1,7,7,1.1%,2020,3
12,Tennessee Titans (TEN),2,2,1,1,0,0,0,1,7,7,8.1%,2020,3
13,Baltimore Ravens (BAL),0,0,1,1,0,0,1,1,7,7,44.1%,2020,3
14,Pittsburgh Steelers (PIT),5,1,0,0,0,0,0,1,7,7,23.6%,2020,3
15,Kansas City Chiefs (KC),4,0,1,3,0,0,0,1,7,7,41.6%,2020,3
16,Buffalo Bills (BUF),2,1,1,0,0,0,0,1,5,5,99.6%,2020,3
17,Atlanta Falcons (ATL),2,2,0,2,0,0,0,1,5,5,0.5%,2020,3
18,Los Angeles Rams (LAR),4,1,1,1,0,0,0,1,4,4,69.6%,2020,3
19,Arizona Cardinals (ARI),4,0,0,0,0,0,0,1,4,4,14.4%,2020,3
20,Chicago Bears (CHI),2,1,0,1,0,0,0,1,4,4,2.9%,2020,3
21,Las Vegas Raiders (LV),2,1,0,0,0,0,0,1,3,3,6.4%,2020,3
22,Minnesota Vikings (MIN),2,1,0,1,0,0,0,1,3,3,12.2%,2020,3
23,Green Bay Packers (GB),2,0,1,2,0,0,0,1,3,3,75.5%,2020,3
24,Los Angeles Chargers (LAC),2,0,0,0,0,0,0,1,2,2,52.5%,2020,3
25,Houston Texans (HOU),2,0,0,1,0,0,0,1,1,1,3.8%,2020,3
26,Denver Broncos (DEN),2,0,0,0,0,0,0,1,1,1,44.1%,2020,3
27,Washington Commanders (WAS),2,0,0,0,0,0,0,1,1,1,40.4%,2020,3
28,New York Jets (NYJ),0,0,0,0,0,0,0,1,0,0,2.0%,2020,3
29,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,0,0,1.0%,2020,3
30,Dallas Cowboys (DAL),4,0,0,1,0,0,0,1,0,0,73.8%,2020,3
31,New York Giants (NYG),2,0,0,0,0,0,0,1,-2,-2,1.8%,2020,3
32,New Orleans Saints (NO),1,0,0,0,0,0,0,1,-3,-3,80.6%,2020,3
