Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Cleveland Browns (CLE),5,2,1,2,1,1,0,1,20,20,21.9%,2020,11
2,Pittsburgh Steelers (PIT),2,4,0,1,0,0,0,1,17,17,23.6%,2020,11
3,Carolina Panthers (CAR),5,0,1,0,0,0,0,1,17,17,6.1%,2020,11
4,New Orleans Saints (NO),8,2,0,0,0,0,0,1,16,16,80.6%,2020,11
5,Washington Commanders (WAS),4,1,1,1,0,0,0,1,12,12,40.4%,2020,11
6,Denver Broncos (DEN),6,1,0,0,0,0,0,1,12,12,44.1%,2020,11
7,Los Angeles Chargers (LAC),1,1,0,0,1,0,0,1,8,8,52.5%,2020,11
8,Philadelphia Eagles (PHI),3,0,1,1,0,0,0,1,8,8,40.7%,2020,11
9,New York Jets (NYJ),3,0,1,1,0,1,0,1,8,8,2.0%,2020,11
10,Indianapolis Colts (IND),1,1,3,1,0,0,0,1,8,8,57.4%,2020,11
11,Detroit Lions (DET),1,2,0,1,0,0,0,1,6,6,1.1%,2020,11
12,Atlanta Falcons (ATL),3,0,1,1,0,0,0,1,5,5,0.5%,2020,11
13,Los Angeles Rams (LAR),1,2,0,0,0,0,0,1,5,5,69.6%,2020,11
14,Seattle Seahawks (SEA),3,0,0,0,0,1,0,1,5,5,5.1%,2020,11
15,Miami Dolphins (MIA),0,1,1,1,0,0,0,1,5,5,58.2%,2020,11
16,Dallas Cowboys (DAL),2,0,2,2,0,0,0,1,5,5,73.8%,2020,11
17,Cincinnati Bengals (CIN),2,1,0,1,0,0,0,1,5,5,22.4%,2020,11
18,Minnesota Vikings (MIN),1,1,0,0,0,0,0,1,4,4,12.2%,2020,11
19,Tampa Bay Buccaneers (TB),0,2,0,0,0,0,0,1,4,4,95.4%,2020,11
20,Green Bay Packers (GB),1,1,1,1,0,0,0,1,4,4,75.5%,2020,11
21,Tennessee Titans (TEN),1,1,0,0,0,0,0,1,3,3,8.1%,2020,11
22,Houston Texans (HOU),2,0,0,0,0,0,0,1,3,3,3.8%,2020,11
23,Baltimore Ravens (BAL),2,1,0,1,0,0,0,1,3,3,44.1%,2020,11
24,Arizona Cardinals (ARI),3,0,0,0,0,0,0,1,2,2,14.4%,2020,11
25,Jacksonville Jaguars (JAC),0,1,0,0,0,0,0,1,2,2,1.0%,2020,11
26,Kansas City Chiefs (KC),0,1,0,0,0,0,0,1,1,1,41.6%,2020,11
31,New England Patriots (NE),0,0,0,0,0,0,0,1,0,0,46.6%,2020,11
32,Las Vegas Raiders (LV),0,1,0,0,0,0,0,1,-2,-2,6.4%,2020,11
