Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Tampa Bay Buccaneers (TB),5,2,0,1,1,0,0,1,19,19,95.4%,2020,6
2,Pittsburgh Steelers (PIT),4,2,0,1,1,0,0,1,18,18,23.6%,2020,6
3,Arizona Cardinals (ARI),3,2,2,2,0,0,0,1,15,15,14.4%,2020,6
4,Miami Dolphins (MIA),3,1,0,0,0,0,0,1,15,15,58.2%,2020,6
5,New York Giants (NYG),3,1,1,1,1,0,0,1,14,14,1.8%,2020,6
6,Denver Broncos (DEN),4,2,1,3,0,0,0,1,14,14,44.1%,2020,6
7,Chicago Bears (CHI),4,2,1,1,0,0,0,1,11,11,2.9%,2020,6
8,New England Patriots (NE),2,2,0,0,0,0,0,1,7,7,46.6%,2020,6
9,Atlanta Falcons (ATL),1,3,0,0,0,0,0,1,7,7,0.5%,2020,6
10,Baltimore Ravens (BAL),6,0,1,3,0,0,0,1,7,7,44.1%,2020,6
11,New York Jets (NYJ),2,2,0,0,0,0,0,1,6,6,2.0%,2020,6
12,Detroit Lions (DET),1,1,1,2,0,0,0,1,6,6,1.1%,2020,6
13,Washington Commanders (WAS),1,1,0,0,0,0,0,1,4,4,40.4%,2020,6
14,Indianapolis Colts (IND),2,1,0,1,0,0,0,1,4,4,57.4%,2020,6
15,Cincinnati Bengals (CIN),1,1,1,0,0,0,0,1,4,4,22.4%,2020,6
16,Kansas City Chiefs (KC),0,1,0,0,0,0,0,1,3,3,41.6%,2020,6
17,San Francisco 49ers (SF),0,1,0,0,0,0,0,1,3,3,83.9%,2020,6
18,Buffalo Bills (BUF),1,0,1,1,0,0,0,1,3,3,99.6%,2020,6
19,Philadelphia Eagles (PHI),3,0,0,1,0,0,0,1,2,2,40.7%,2020,6
20,Carolina Panthers (CAR),0,1,0,0,0,0,0,1,2,2,6.1%,2020,6
21,Houston Texans (HOU),2,1,1,1,0,0,0,1,2,2,3.8%,2020,6
22,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,1,1,21.9%,2020,6
23,Jacksonville Jaguars (JAC),0,1,0,0,0,0,0,1,1,1,1.0%,2020,6
27,Minnesota Vikings (MIN),2,0,1,1,0,0,0,1,0,0,12.2%,2020,6
28,Los Angeles Rams (LAR),0,0,0,0,0,0,0,1,0,0,69.6%,2020,6
30,Green Bay Packers (GB),0,0,0,0,0,0,0,1,-1,-1,75.5%,2020,6
31,Tennessee Titans (TEN),2,0,0,0,0,0,0,1,-2,-2,8.1%,2020,6
32,Dallas Cowboys (DAL),1,0,0,0,0,0,0,1,-3,-3,73.8%,2020,6
