Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New Orleans Saints (NO),3,3,0,0,0,0,0,1,16,16,80.6%,2020,9
2,Baltimore Ravens (BAL),0,1,1,1,1,0,0,1,14,14,44.1%,2020,9
3,Tennessee Titans (TEN),3,0,2,2,1,0,0,1,14,14,8.1%,2020,9
4,New York Giants (NYG),2,3,2,1,0,0,0,1,13,13,1.8%,2020,9
5,Buffalo Bills (BUF),5,2,2,2,0,0,0,1,12,12,99.6%,2020,9
6,Minnesota Vikings (MIN),2,3,0,1,0,0,0,1,9,9,12.2%,2020,9
7,Miami Dolphins (MIA),1,0,1,1,1,0,0,1,8,8,58.2%,2020,9
8,Pittsburgh Steelers (PIT),2,1,1,1,0,0,0,1,7,7,23.6%,2020,9
9,Green Bay Packers (GB),1,1,1,1,0,0,0,1,6,6,75.5%,2020,9
10,Indianapolis Colts (IND),2,0,1,1,0,0,0,1,5,5,57.4%,2020,9
11,Washington Commanders (WAS),5,0,0,1,0,0,0,1,5,5,40.4%,2020,9
12,Houston Texans (HOU),2,1,0,1,0,0,0,1,4,4,3.8%,2020,9
13,Jacksonville Jaguars (JAC),2,0,1,1,0,0,0,1,4,4,1.0%,2020,9
14,Las Vegas Raiders (LV),2,0,1,1,0,0,0,1,4,4,6.4%,2020,9
15,Chicago Bears (CHI),3,0,0,0,0,0,0,1,4,4,2.9%,2020,9
16,Seattle Seahawks (SEA),7,0,0,0,0,0,0,1,3,3,5.1%,2020,9
17,Denver Broncos (DEN),2,1,0,0,0,0,0,1,3,3,44.1%,2020,9
18,Atlanta Falcons (ATL),1,1,0,1,0,0,0,1,3,3,0.5%,2020,9
19,Carolina Panthers (CAR),2,0,1,1,0,0,0,1,3,3,6.1%,2020,9
20,New England Patriots (NE),1,1,0,0,0,0,0,1,3,3,46.6%,2020,9
21,Arizona Cardinals (ARI),3,0,0,0,0,0,0,1,2,2,14.4%,2020,9
22,Los Angeles Chargers (LAC),1,0,1,1,0,0,0,1,2,2,52.5%,2020,9
23,Kansas City Chiefs (KC),2,0,0,1,0,0,0,1,1,1,41.6%,2020,9
24,Tampa Bay Buccaneers (TB),1,0,2,2,0,0,0,1,1,1,95.4%,2020,9
26,San Francisco 49ers (SF),1,0,0,0,0,0,0,1,0,0,83.9%,2020,9
27,Detroit Lions (DET),1,0,0,0,0,0,0,1,0,0,1.1%,2020,9
31,Dallas Cowboys (DAL),0,0,0,0,0,0,0,1,0,0,73.8%,2020,9
32,New York Jets (NYJ),0,0,0,1,0,0,0,1,-1,-1,2.0%,2020,9
