Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Buffalo Bills (BUF),1,3,1,1,1,0,1,1,21,21,99.6%,2020,17
2,Los Angeles Rams (LAR),4,1,0,1,1,1,0,1,20,20,69.6%,2020,17
3,New Orleans Saints (NO),3,5,0,0,0,0,0,1,17,17,80.6%,2020,17
4,Baltimore Ravens (BAL),0,2,0,0,0,0,0,1,11,11,44.1%,2020,17
5,Arizona Cardinals (ARI),2,1,1,1,0,0,0,1,10,10,14.4%,2020,17
6,Denver Broncos (DEN),3,2,2,2,0,0,0,1,10,10,44.1%,2020,17
7,Washington Commanders (WAS),3,2,1,0,0,0,0,1,10,10,40.4%,2020,17
8,Indianapolis Colts (IND),6,0,1,1,0,0,0,1,9,9,57.4%,2020,17
9,New York Giants (NYG),6,1,0,0,0,0,0,1,9,9,1.8%,2020,17
10,Philadelphia Eagles (PHI),3,2,0,0,0,0,0,1,8,8,40.7%,2020,17
11,New England Patriots (NE),3,2,0,0,0,0,0,1,8,8,46.6%,2020,17
12,Green Bay Packers (GB),1,1,1,1,0,0,0,1,6,6,75.5%,2020,17
13,Dallas Cowboys (DAL),2,1,1,0,0,0,0,1,6,6,73.8%,2020,17
14,Tampa Bay Buccaneers (TB),1,0,2,2,0,0,0,1,5,5,95.4%,2020,17
15,Seattle Seahawks (SEA),3,0,1,1,0,0,0,1,5,5,5.1%,2020,17
16,Los Angeles Chargers (LAC),1,0,1,0,0,1,0,1,5,5,52.5%,2020,17
17,Las Vegas Raiders (LV),2,0,0,0,0,0,0,1,5,5,6.4%,2020,17
18,Pittsburgh Steelers (PIT),4,0,0,0,0,0,0,1,4,4,23.6%,2020,17
19,Cleveland Browns (CLE),1,1,0,0,0,0,0,1,3,3,21.9%,2020,17
20,Tennessee Titans (TEN),4,1,0,0,0,0,0,1,2,2,8.1%,2020,17
21,San Francisco 49ers (SF),2,0,0,0,0,0,0,1,2,2,83.9%,2020,17
22,New York Jets (NYJ),3,0,0,1,0,0,0,1,2,2,2.0%,2020,17
23,Carolina Panthers (CAR),2,0,0,1,0,0,0,1,1,1,6.1%,2020,17
24,Miami Dolphins (MIA),1,2,0,0,0,0,0,1,1,1,58.2%,2020,17
25,Minnesota Vikings (MIN),1,1,1,0,0,0,0,1,1,1,12.2%,2020,17
26,Jacksonville Jaguars (JAC),0,1,0,0,0,0,0,1,1,1,1.0%,2020,17
27,Houston Texans (HOU),2,0,1,2,0,0,0,1,0,0,3.8%,2020,17
28,Atlanta Falcons (ATL),1,1,0,0,0,0,0,1,-1,-1,0.5%,2020,17
29,Kansas City Chiefs (KC),3,0,0,0,0,0,0,1,-1,-1,41.6%,2020,17
30,Detroit Lions (DET),3,0,0,2,0,0,0,1,-1,-1,1.1%,2020,17
31,Chicago Bears (CHI),1,0,1,0,0,0,0,1,-1,-1,2.9%,2020,17
32,Cincinnati Bengals (CIN),0,1,0,0,0,0,0,1,-2,-2,22.4%,2020,17
