Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Washington Commanders (WAS),4,1,2,2,2,0,0,1,23,23,40.4%,2020,14
2,Los Angeles Rams (LAR),6,1,0,0,1,0,0,1,21,21,69.6%,2020,14
3,Dallas Cowboys (DAL),2,0,3,2,1,0,0,1,18,18,73.8%,2020,14
4,Arizona Cardinals (ARI),8,0,3,4,0,0,0,1,18,18,14.4%,2020,14
5,Chicago Bears (CHI),7,0,2,1,0,1,0,1,17,17,2.9%,2020,14
6,Kansas City Chiefs (KC),4,1,0,0,0,1,1,1,14,14,41.6%,2020,14
7,Buffalo Bills (BUF),1,2,0,1,1,0,0,1,12,12,99.6%,2020,14
8,Seattle Seahawks (SEA),3,0,1,1,0,0,0,1,12,12,5.1%,2020,14
9,Indianapolis Colts (IND),0,2,1,1,1,0,0,1,12,12,57.4%,2020,14
10,Miami Dolphins (MIA),3,3,1,1,0,0,0,1,10,10,58.2%,2020,14
11,Denver Broncos (DEN),4,0,0,0,0,0,1,1,10,10,44.1%,2020,14
12,Tampa Bay Buccaneers (TB),6,0,1,2,0,0,0,1,9,9,95.4%,2020,14
13,Los Angeles Chargers (LAC),2,3,0,0,0,0,0,1,9,9,52.5%,2020,14
14,Philadelphia Eagles (PHI),5,1,1,1,0,0,0,1,9,9,40.7%,2020,14
15,Tennessee Titans (TEN),0,1,0,0,0,0,0,1,8,8,8.1%,2020,14
16,San Francisco 49ers (SF),2,1,0,0,0,0,0,1,8,8,83.9%,2020,14
17,Pittsburgh Steelers (PIT),1,1,1,2,0,0,0,1,6,6,23.6%,2020,14
18,New England Patriots (NE),1,1,0,0,0,0,0,1,4,4,46.6%,2020,14
19,Green Bay Packers (GB),4,0,0,0,0,0,0,1,4,4,75.5%,2020,14
20,Atlanta Falcons (ATL),1,1,0,2,0,0,0,1,4,4,0.5%,2020,14
21,New Orleans Saints (NO),0,0,1,1,0,0,0,1,2,2,80.6%,2020,14
22,Jacksonville Jaguars (JAC),1,0,1,1,0,0,0,1,2,2,1.0%,2020,14
23,Cleveland Browns (CLE),4,0,0,1,0,0,0,1,2,2,21.9%,2020,14
24,Cincinnati Bengals (CIN),2,0,0,0,0,0,0,1,2,2,22.4%,2020,14
25,Carolina Panthers (CAR),1,0,1,1,0,0,0,1,2,2,6.1%,2020,14
26,New York Giants (NYG),1,0,0,2,0,0,0,1,1,1,1.8%,2020,14
27,Minnesota Vikings (MIN),0,0,0,0,0,0,0,1,0,0,12.2%,2020,14
28,Baltimore Ravens (BAL),0,1,0,3,0,1,0,1,0,0,44.1%,2020,14
29,New York Jets (NYJ),1,1,0,0,0,0,0,1,-1,-1,2.0%,2020,14
30,Houston Texans (HOU),3,0,0,0,0,0,0,1,-1,-1,3.8%,2020,14
31,Detroit Lions (DET),0,0,0,0,0,0,0,1,-1,-1,1.1%,2020,14
32,Las Vegas Raiders (LV),0,0,0,0,0,0,0,1,-4,-4,6.4%,2020,14
