Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Kansas City Chiefs (KC),3,2,2,2,1,0,1,1,24,24,41.6%,2020,7
2,Washington Commanders (WAS),6,1,0,2,0,1,0,1,17,17,40.4%,2020,7
3,San Francisco 49ers (SF),2,4,0,1,0,0,0,1,17,17,83.9%,2020,7
4,Los Angeles Rams (LAR),4,2,0,0,0,0,0,1,15,15,69.6%,2020,7
5,Buffalo Bills (BUF),6,2,0,1,0,0,0,1,14,14,99.6%,2020,7
6,Jacksonville Jaguars (JAC),1,0,0,0,0,0,1,1,9,9,1.0%,2020,7
7,Chicago Bears (CHI),1,0,1,2,1,0,0,1,9,9,2.9%,2020,7
8,Philadelphia Eagles (PHI),3,1,2,2,0,0,0,1,9,9,40.7%,2020,7
9,Los Angeles Chargers (LAC),5,0,1,0,0,0,0,1,8,8,52.5%,2020,7
10,Arizona Cardinals (ARI),2,3,0,0,0,0,0,1,7,7,14.4%,2020,7
11,Cleveland Browns (CLE),4,1,1,1,0,0,0,1,7,7,21.9%,2020,7
12,Tennessee Titans (TEN),0,3,0,2,0,0,0,1,6,6,8.1%,2020,7
13,Tampa Bay Buccaneers (TB),3,1,0,1,0,0,0,1,6,6,95.4%,2020,7
14,Green Bay Packers (GB),3,0,1,2,0,0,0,1,6,6,75.5%,2020,7
15,New York Jets (NYJ),2,0,1,1,0,0,0,1,5,5,2.0%,2020,7
16,New York Giants (NYG),3,1,0,0,0,0,0,1,5,5,1.8%,2020,7
17,New England Patriots (NE),1,2,0,0,0,0,0,1,4,4,46.6%,2020,7
18,Detroit Lions (DET),2,0,1,2,0,0,0,1,4,4,1.1%,2020,7
19,Carolina Panthers (CAR),1,0,1,1,0,0,0,1,3,3,6.1%,2020,7
20,Atlanta Falcons (ATL),2,0,0,0,0,0,0,1,2,2,0.5%,2020,7
21,Dallas Cowboys (DAL),2,0,0,0,0,0,0,1,2,2,73.8%,2020,7
22,Denver Broncos (DEN),4,0,1,1,0,0,0,1,2,2,44.1%,2020,7
23,Pittsburgh Steelers (PIT),2,0,0,0,0,0,0,1,2,2,23.6%,2020,7
24,New Orleans Saints (NO),1,0,0,0,0,0,0,1,1,1,80.6%,2020,7
26,Seattle Seahawks (SEA),0,1,1,2,0,0,0,1,0,0,5.1%,2020,7
30,Cincinnati Bengals (CIN),0,1,0,0,0,0,0,1,-2,-2,22.4%,2020,7
31,Las Vegas Raiders (LV),0,0,0,1,0,0,0,1,-4,-4,6.4%,2020,7
32,Houston Texans (HOU),0,0,0,0,0,0,0,1,-4,-4,3.8%,2020,7
